dataset;algoritmo;MV;recall;precision;version;correct_imp;similar_imp;wrong_imp;rmse
EV_Vehicles_4000;Baseline;1200;0.29583333333333334;0.9268929503916449;2;355;0;28;0.2703831533368066
EV_Vehicles_4000;Baseline;1600;0.2825;0.9890590809628009;2;452;0;5;0.10459884816382599
EV_Vehicles_4000;Baseline;2000;0.275;0.900163666121113;2;550;0;61;0.31596888118751043
EV_Vehicles_4000;Baseline;4000;0.28825;0.9201915403032721;2;1153;0;100;0.2825039109405883
EV_Vehicles_4000;Baseline;8000;0.28825;0.7835541963982331;2;2293;13;637;0.43632325790525855
EV_Vehicles_4000;Baseline;12000;0.2836666666666667;0.6991168617785993;2;3377;27;1465;0.4366213519403509
EV_Vehicles_4000;Baseline;16000;0.111625;0.4701237167675704;2;1700;86;2013;0.6370473547489877
EV_Vehicles_4000;Baseline;20000;0.0012;0.014379868184541641;2;24;0;1645;0.9836937538878583
EV_Vehicles_4000;Pipeline;400;0.1075;1.0;2;43;0;0;0.0
EV_Vehicles_4000;Pipeline;800;0.105;1.0;2;84;0;0;0.0
EV_Vehicles_4000;Pipeline;1200;0.11;1.0;2;132;0;0;0.0
EV_Vehicles_4000;Pipeline;1600;0.103125;1.0;2;165;0;0;0.0
EV_Vehicles_4000;Pipeline;2000;0.101;1.0;2;202;0;0;0.0
EV_Vehicles_4000;Pipeline;4000;0.09225;1.0;2;369;0;0;0.0
EV_Vehicles_4000;Pipeline;8000;0.182125;0.9945392491467577;2;1457;0;8;0.07389689339371663
EV_Vehicles_4000;Pipeline;12000;0.21266666666666667;0.7686746987951807;2;2506;46;768;0.46829800649967146
EV_Vehicles_4000;Pipeline;16000;0.1469375;0.5833746898263027;2;2305;46;1679;0.4928193620112758
EV_Vehicles_4000;Pipeline;20000;0.1431;0.4812510509500589;2;2349;513;3085;0.5689310996059888
EV_Vehicles_4000;Pipeline_noRev;400;0.1625;0.9558823529411765;2;65;0;3;0.21004201260420147
EV_Vehicles_4000;Pipeline_noRev;800;0.15;0.9448818897637795;2;117;3;7;0.20475464479940161
EV_Vehicles_4000;Pipeline_noRev;1200;0.15666666666666668;0.9690721649484536;2;188;0;6;0.17586311452816475
EV_Vehicles_4000;Pipeline_noRev;1600;0.16;0.9884169884169884;2;254;2;3;0.08839657045357396
EV_Vehicles_4000;Pipeline_noRev;2000;0.1505;0.9555555555555556;2;301;0;14;0.18773239988945428
EV_Vehicles_4000;Pipeline_noRev;4000;0.1575;0.9333333333333333;2;622;8;45;0.22423785321576462
EV_Vehicles_4000;Pipeline_noRev;8000;0.25625;0.8523908523908524;2;2025;25;355;0.359286095095396
EV_Vehicles_4000;Pipeline_noRev;12000;0.25633333333333336;0.6565635005336179;2;3022;54;1609;0.5295947356153223
EV_Vehicles_4000;Pipeline_noRev;16000;0.1498125;0.3777182477150961;2;2349;48;3949;0.6913818616826186
EV_Vehicles_4000;Pipeline_noRev;20000;0.04539582948883558;0.28941176470588237;2;353;139;1208;0.7305988108072329
EV_Vehicles_4000;Hybrid;400;0.1625;0.9558823529411765;2;65;0;3;0.21004201260420147
EV_Vehicles_4000;Hybrid;800;0.15;0.9448818897637795;2;117;3;7;0.20475464479940161
EV_Vehicles_4000;Hybrid;1200;0.15666666666666668;0.9690721649484536;2;188;0;6;0.17586311452816475
EV_Vehicles_4000;Hybrid;1600;0.16;0.9884169884169884;2;254;2;3;0.08839657045357396
EV_Vehicles_4000;Hybrid;2000;0.1505;0.9555555555555556;2;301;0;14;0.18773239988945428
EV_Vehicles_4000;Hybrid;4000;0.1575;0.9333333333333333;2;622;8;45;0.22423785321576462
EV_Vehicles_4000;Hybrid;8000;0.267875;0.891060291060291;2;2118;25;262;0.30069429568826145
EV_Vehicles_4000;Hybrid;12000;0.27875;0.7139807897545357;2;3291;54;1340;0.4727707048675961
EV_Vehicles_4000;Hybrid;16000;0.15775;0.39773085408131104;2;2467;57;3822;0.6763601591776272
EV_Vehicles_4000;Hybrid;20000;0.04465768591991142;0.2847058823529412;2;355;129;1216;0.7346239598277082
EV_Vehicles_4000;Baseline20;400;0.2575;0.9903846153846154;2;103;0;1;0.09805806756909202
EV_Vehicles_4000;Baseline20;800;0.2475;0.99;2;198;0;2;0.1
EV_Vehicles_4000;Baseline20;1200;0.23416666666666666;0.9929328621908127;2;281;0;2;0.08406627034183971
EV_Vehicles_4000;Baseline20;1600;0.2475;0.99;2;396;0;4;0.1
EV_Vehicles_4000;Baseline20;2000;0.2235;1.0;2;447;0;0;0.0
EV_Vehicles_4000;Baseline20;4000;0.26125;0.9118673647469459;2;1045;0;101;0.29687141198346145
EV_Vehicles_4000;Baseline20;8000;0.30925;0.829644533869886;2;2454;20;508;0.3996858927673873
EV_Vehicles_4000;Baseline20;12000;0.24625;0.6464668562677751;2;2911;44;1616;0.453874692739848
EV_Vehicles_4000;Baseline20;16000;0.111625;0.4701237167675704;2;1700;86;2013;0.6370473547489877
EV_Vehicles_4000;Baseline20;20000;0.0012;0.014379868184541641;2;24;0;1645;0.9836937538878583
EV_Vehicles_4000;Baseline;400;0.2625;1.0;3;105;0;0;0.0
EV_Vehicles_4000;Baseline;800;0.25625;0.9951456310679612;3;205;0;1;0.06967330142916177
EV_Vehicles_4000;Baseline;1200;0.30333333333333334;0.978494623655914;3;364;0;8;0.1466471150213533
EV_Vehicles_4000;Baseline;1600;0.336875;0.9908088235294118;3;539;0;5;0.0958706236059213
EV_Vehicles_4000;Baseline;2000;0.368;0.9351969504447268;3;736;0;51;0.2545644310489452
EV_Vehicles_4000;Baseline;4000;0.3105;0.8865096359743041;3;1242;0;159;0.3368833092121008
EV_Vehicles_4000;Baseline;8000;0.336875;0.7798032407407407;3;2606;89;761;0.3714989749998312
EV_Vehicles_4000;Baseline;12000;0.22541666666666665;0.7368564423862708;3;2692;13;966;0.4309425654168957
EV_Vehicles_4000;Baseline;16000;0.0308125;0.25063548551093034;3;333;160;1474;0.7567464339038756
EV_Vehicles_4000;Baseline;20000;0.0005;0.006269592476489028;3;10;0;1585;0.9960311428954192
EV_Vehicles_4000;Pipeline;400;0.09;1.0;3;36;0;0;0.0
EV_Vehicles_4000;Pipeline;800;0.09625;1.0;3;77;0;0;0.0
EV_Vehicles_4000;Pipeline;1200;0.08666666666666667;1.0;3;104;0;0;0.0
EV_Vehicles_4000;Pipeline;1600;0.111875;1.0;3;179;0;0;0.0
EV_Vehicles_4000;Pipeline;2000;0.1105;1.0;3;221;0;0;0.0
EV_Vehicles_4000;Pipeline;4000;0.09925;1.0;3;397;0;0;0.0
EV_Vehicles_4000;Pipeline;8000;0.202;0.9835666463785758;3;1616;0;27;0.12819264261814803
EV_Vehicles_4000;Pipeline;12000;0.21833333333333332;0.8304278922345484;3;2620;0;535;0.41179134008069146
EV_Vehicles_4000;Pipeline;16000;0.1880625;0.589191306050519;3;2916;93;2098;0.5981310299586645
EV_Vehicles_4000;Pipeline;20000;0.14915;0.5543579260360528;3;2915;68;2398;0.6033412367978958
EV_Vehicles_4000;Pipeline_noRev;400;0.14;0.9655172413793104;3;56;0;2;0.18569533817705186
EV_Vehicles_4000;Pipeline_noRev;800;0.13875;0.9736842105263158;3;111;0;3;0.09545886410827496
EV_Vehicles_4000;Pipeline_noRev;1200;0.15083333333333335;0.9679144385026738;3;179;2;6;0.12752592270815705
EV_Vehicles_4000;Pipeline_noRev;1600;0.169375;0.9713261648745519;3;270;1;8;0.15844687496564874
EV_Vehicles_4000;Pipeline_noRev;2000;0.174;0.9666666666666667;3;348;0;12;0.1644125992063193
EV_Vehicles_4000;Pipeline_noRev;4000;0.19225;0.952912019826518;3;765;4;38;0.19334522674180862
EV_Vehicles_4000;Pipeline_noRev;8000;0.2155;0.798887859128823;3;1697;27;434;0.41629832251302035
EV_Vehicles_4000;Pipeline_noRev;12000;0.22341666666666668;0.6639425458147598;3;2595;86;1357;0.5161218482669999
EV_Vehicles_4000;Pipeline_noRev;16000;0.1544375;0.41197065688562856;3;2345;126;3527;0.7162298033525303
EV_Vehicles_4000;Pipeline_noRev;20000;0.1512;0.4864082354833521;3;2988;36;3193;0.6695972634762957
EV_Vehicles_4000;Hybrid;400;0.14;0.9655172413793104;3;56;0;2;0.18569533817705186
EV_Vehicles_4000;Hybrid;800;0.13875;0.9736842105263158;3;111;0;3;0.09545886410827496
EV_Vehicles_4000;Hybrid;1200;0.15083333333333335;0.9679144385026738;3;179;2;6;0.12752592270815705
EV_Vehicles_4000;Hybrid;1600;0.169375;0.9713261648745519;3;270;1;8;0.15844687496564874
EV_Vehicles_4000;Hybrid;2000;0.174;0.9666666666666667;3;348;0;12;0.1644125992063193
EV_Vehicles_4000;Hybrid;4000;0.19225;0.952912019826518;3;765;4;38;0.19334522674180862
EV_Vehicles_4000;Hybrid;8000;0.245375;0.9096385542168675;3;1936;27;195;0.2501071735058999
EV_Vehicles_4000;Hybrid;12000;0.24016666666666667;0.7137196631996038;3;2796;86;1156;0.46540804126454455
EV_Vehicles_4000;Hybrid;16000;0.1850625;0.4936645548516172;3;2836;125;3037;0.6599524325568822
EV_Vehicles_4000;Hybrid;20000;0.1512;0.4864082354833521;3;2985;39;3193;0.6695495363533673
EV_Vehicles_4000;Baseline20;400;0.23;0.989247311827957;3;92;0;1;0.10369516947304253
EV_Vehicles_4000;Baseline20;800;0.225;0.994475138121547;3;180;0;1;0.07432941462471664
EV_Vehicles_4000;Baseline20;1200;0.24666666666666667;0.9966329966329966;3;296;0;1;0.058025885318565944
EV_Vehicles_4000;Baseline20;1600;0.318125;0.9902723735408561;3;509;0;5;0.09862873039405895
EV_Vehicles_4000;Baseline20;2000;0.3315;0.9880774962742176;3;663;0;8;0.10919021808652282
EV_Vehicles_4000;Baseline20;4000;0.3195;0.9122055674518201;3;1278;0;123;0.2963012530317411
EV_Vehicles_4000;Baseline20;8000;0.34275;0.8788461538461538;3;2656;86;378;0.3186570040308999
EV_Vehicles_4000;Baseline20;12000;0.29375;0.7278546355564732;3;3496;29;1318;0.4110292520561513
EV_Vehicles_4000;Baseline20;16000;0.116125;0.5681957186544343;3;1691;167;1412;0.5786871525179185
EV_Vehicles_4000;Baseline20;20000;0.0005;0.006269592476489028;3;10;0;1585;0.9960311428954192
EV_Vehicles_4000;Baseline;400;0.285;1.0;4;114;0;0;0.0
EV_Vehicles_4000;Baseline;800;0.27125;0.9079497907949791;4;217;0;22;0.30339777389595485
EV_Vehicles_4000;Baseline;1200;0.235;0.9825783972125436;4;282;0;5;0.13199091933711365
EV_Vehicles_4000;Baseline;1600;0.3375;0.9358752166377816;4;540;0;37;0.25322871749116127
EV_Vehicles_4000;Baseline;2000;0.371;0.919454770755886;4;742;0;65;0.28380491405913677
EV_Vehicles_4000;Baseline;4000;0.3295;0.8996587030716724;4;1318;0;147;0.31676694418503903
EV_Vehicles_4000;Baseline;8000;0.3345;0.8295102293862369;4;2676;0;550;0.37105544618203834
EV_Vehicles_4000;Baseline;12000;0.22566666666666665;0.6099099099099099;4;2664;44;1732;0.5952367363472262
EV_Vehicles_4000;Baseline;16000;0.0016875;0.02383053839364519;4;27;0;1106;0.9871488560889233
EV_Vehicles_4000;Baseline;20000;0.0474;0.2892007321537523;4;948;0;2330;0.8426508870158814
EV_Vehicles_4000;Pipeline;400;0.1225;1.0;4;49;0;0;0.0
EV_Vehicles_4000;Pipeline;800;0.09625;1.0;4;77;0;0;0.0
EV_Vehicles_4000;Pipeline;1200;0.09083333333333334;1.0;4;109;0;0;0.0
EV_Vehicles_4000;Pipeline;1600;0.096875;1.0;4;155;0;0;0.0
EV_Vehicles_4000;Pipeline;2000;0.0895;1.0;4;179;0;0;0.0
EV_Vehicles_4000;Pipeline;4000;0.14475;0.9948453608247423;4;579;0;3;0.0717958158617738
EV_Vehicles_4000;Pipeline;8000;0.221875;0.9899609592861126;4;1775;0;18;0.10019501341827017
EV_Vehicles_4000;Pipeline;12000;0.23233333333333334;0.7880158281514981;4;2732;56;750;0.44667070380436086
EV_Vehicles_4000;Pipeline;16000;0.181125;0.6148949713558243;4;2862;36;1815;0.5907007371898347
EV_Vehicles_4000;Pipeline;20000;0.0475;0.423728813559322;4;950;0;1292;0.7556299998672469
EV_Vehicles_4000;Pipeline_noRev;400;0.1625;0.9848484848484849;4;65;0;1;0.12309149097933274
EV_Vehicles_4000;Pipeline_noRev;800;0.1525;0.9606299212598425;4;122;0;5;0.19841894753313627
EV_Vehicles_4000;Pipeline_noRev;1200;0.1275;0.9807692307692307;4;153;0;3;0.1136691386301624
EV_Vehicles_4000;Pipeline_noRev;1600;0.155625;0.9291044776119403;4;248;1;19;0.2210059008464598
EV_Vehicles_4000;Pipeline_noRev;2000;0.1735;0.9719887955182073;4;347;0;10;0.13093993320008446
EV_Vehicles_4000;Pipeline_noRev;4000;0.25325;0.9511737089201878;4;1007;6;52;0.20135050839281965
EV_Vehicles_4000;Pipeline_noRev;8000;0.238375;0.8029473684210526;4;1892;15;468;0.4171541222188873
EV_Vehicles_4000;Pipeline_noRev;12000;0.20008333333333334;0.5650741350906096;4;2370;31;1848;0.6345414575732211
EV_Vehicles_4000;Pipeline_noRev;16000;0.1885625;0.4977726447780894;4;2965;52;3044;0.6788308629827192
EV_Vehicles_4000;Pipeline_noRev;20000;0.0474;0.3262216104611149;4;948;0;1958;0.8183481242376137
EV_Vehicles_4000;Hybrid;400;0.1625;0.9848484848484849;4;65;0;1;0.12309149097933274
EV_Vehicles_4000;Hybrid;800;0.1525;0.9606299212598425;4;122;0;5;0.19841894753313627
EV_Vehicles_4000;Hybrid;1200;0.1275;0.9807692307692307;4;153;0;3;0.1136691386301624
EV_Vehicles_4000;Hybrid;1600;0.155625;0.9291044776119403;4;248;1;19;0.2210059008464598
EV_Vehicles_4000;Hybrid;2000;0.1735;0.9719887955182073;4;347;0;10;0.13093993320008446
EV_Vehicles_4000;Hybrid;4000;0.2535;0.952112676056338;4;1008;6;51;0.19900517604800308
EV_Vehicles_4000;Hybrid;8000;0.25575;0.8614736842105263;4;2031;15;329;0.33984002985925127
EV_Vehicles_4000;Hybrid;12000;0.24125;0.681336785125912;4;2857;38;1354;0.5370014754245498
EV_Vehicles_4000;Hybrid;16000;0.193875;0.5117967332123412;4;3051;51;2959;0.6699083684173259
EV_Vehicles_4000;Hybrid;20000;0.04745;0.3265657260839642;4;949;0;1957;0.8181378470773563
EV_Vehicles_4000;Baseline20;400;0.265;1.0;4;106;0;0;0.0
EV_Vehicles_4000;Baseline20;800;0.21;0.9767441860465116;4;168;0;4;0.15249857033260467
EV_Vehicles_4000;Baseline20;1200;0.21083333333333334;0.98828125;4;253;0;3;0.10825317547305482
EV_Vehicles_4000;Baseline20;1600;0.320625;0.9293478260869565;4;513;0;39;0.2658047665355975
EV_Vehicles_4000;Baseline20;2000;0.305;0.991869918699187;4;610;0;5;0.09016696346674323
EV_Vehicles_4000;Baseline20;4000;0.32575;0.9247693399574166;4;1303;0;106;0.2742820811547546
EV_Vehicles_4000;Baseline20;8000;0.321125;0.8626595030221625;4;2569;0;409;0.3565367536206291
EV_Vehicles_4000;Baseline20;12000;0.15575;0.5518157661647476;4;1841;28;1518;0.6477512785979684
EV_Vehicles_4000;Baseline20;16000;0.003625;0.03003625064733299;4;58;0;1873;0.9847731447171925
EV_Vehicles_4000;Baseline20;20000;0.0474;0.2892007321537523;4;948;0;2330;0.8426508870158814
EV_Vehicles_4000;Baseline;400;0.26;0.9904761904761905;5;104;0;1;0.09759000729485333
EV_Vehicles_4000;Baseline;800;0.28375;1.0;5;227;0;0;0.0
EV_Vehicles_4000;Baseline;1200;0.3441666666666667;0.8900862068965517;5;413;0;51;0.3315324917763691
EV_Vehicles_4000;Baseline;1600;0.25875;0.9857142857142858;5;414;0;6;0.11952286093343936
EV_Vehicles_4000;Baseline;2000;0.3385;0.9185888738127544;5;677;0;60;0.28532635032055065
EV_Vehicles_4000;Baseline;4000;0.329;0.9145239749826268;5;1316;0;123;0.29236283111464967
EV_Vehicles_4000;Baseline;8000;0.3415;0.8303951367781155;5;2622;110;558;0.30322832339579064
EV_Vehicles_4000;Baseline;12000;0.22033333333333333;0.6464547677261614;5;2460;184;1446;0.468441822248287
EV_Vehicles_4000;Baseline;16000;0.1426875;0.5247069639163411;5;2283;0;2068;0.6852948240451113
EV_Vehicles_4000;Baseline;20000;0.00055;0.00746775288526816;5;11;0;1462;0.9962591264900572
EV_Vehicles_4000;Pipeline;400;0.125;1.0;5;50;0;0;0.0
EV_Vehicles_4000;Pipeline;800;0.10125;1.0;5;81;0;0;0.0
EV_Vehicles_4000;Pipeline;1200;0.0925;1.0;5;111;0;0;0.0
EV_Vehicles_4000;Pipeline;1600;0.091875;1.0;5;147;0;0;0.0
EV_Vehicles_4000;Pipeline;2000;0.0945;1.0;5;189;0;0;0.0
EV_Vehicles_4000;Pipeline;4000;0.09675;1.0;5;387;0;0;0.0
EV_Vehicles_4000;Pipeline;8000;0.095;1.0;5;760;0;0;0.0
EV_Vehicles_4000;Pipeline;12000;0.17583333333333334;0.729346698928448;5;2064;46;783;0.4352313508061057
EV_Vehicles_4000;Pipeline;16000;0.2189375;0.6871322087092978;5;3503;0;1595;0.5366476156635849
EV_Vehicles_4000;Pipeline;20000;0.0046;0.041422782530391715;5;92;0;2129;0.9790695672267667
EV_Vehicles_4000;Pipeline_noRev;400;0.1675;0.9852941176470589;5;67;0;1;0.02279834875341529
EV_Vehicles_4000;Pipeline_noRev;800;0.14375;0.9745762711864406;5;115;0;3;0.130704609387941
EV_Vehicles_4000;Pipeline_noRev;1200;0.16166666666666665;0.9556650246305419;5;194;0;9;0.21055872190307892
EV_Vehicles_4000;Pipeline_noRev;1600;0.155625;0.97265625;5;248;1;7;0.08930283362665487
EV_Vehicles_4000;Pipeline_noRev;2000;0.1445;0.9665551839464883;5;289;0;10;0.15321511971636154
EV_Vehicles_4000;Pipeline_noRev;4000;0.232;0.9498464687819856;5;927;1;49;0.19077151445306093
EV_Vehicles_4000;Pipeline_noRev;8000;0.24975;0.8971710821733273;5;1962;36;229;0.2648345163677153
EV_Vehicles_4000;Pipeline_noRev;12000;0.24133333333333334;0.6355058152293175;5;2745;151;1661;0.5157023231567633
EV_Vehicles_4000;Pipeline_noRev;16000;0.19275;0.46403851941017155;5;3068;16;3562;0.6486234392422118
EV_Vehicles_4000;Pipeline_noRev;20000;0.005;0.03590664272890485;5;100;0;2685;0.9818825577792362
EV_Vehicles_4000;Hybrid;400;0.1675;0.9852941176470589;5;67;0;1;0.02279834875341529
EV_Vehicles_4000;Hybrid;800;0.14375;0.9745762711864406;5;115;0;3;0.130704609387941
EV_Vehicles_4000;Hybrid;1200;0.16166666666666665;0.9556650246305419;5;194;0;9;0.21055872190307892
EV_Vehicles_4000;Hybrid;1600;0.155625;0.97265625;5;248;1;7;0.08930283362665487
EV_Vehicles_4000;Hybrid;2000;0.1445;0.9665551839464883;5;289;0;10;0.15321511971636154
EV_Vehicles_4000;Hybrid;4000;0.232;0.9498464687819856;5;927;1;49;0.19077151445306093
EV_Vehicles_4000;Hybrid;8000;0.24975;0.8971710821733273;5;1962;36;229;0.2648345163677153
EV_Vehicles_4000;Hybrid;12000;0.235;0.618828176431863;5;2701;119;1737;0.5299839779626192
EV_Vehicles_4000;Hybrid;16000;0.2223125;0.5352091483599157;5;3541;16;3089;0.5993592260018686
EV_Vehicles_4000;Hybrid;20000;0.005;0.03590664272890485;5;100;0;2685;0.9818825577792362
EV_Vehicles_4000;Baseline20;400;0.255;0.9902912621359223;5;102;0;1;0.0985329278164293
EV_Vehicles_4000;Baseline20;800;0.24125;1.0;5;193;0;0;0.0
EV_Vehicles_4000;Baseline20;1200;0.2825;0.9769452449567724;5;339;0;8;0.15183792360022466
EV_Vehicles_4000;Baseline20;1600;0.2475;0.9801980198019802;5;396;0;8;0.14071950894605836
EV_Vehicles_4000;Baseline20;2000;0.3055;0.9133034379671151;5;611;0;58;0.2944427992546004
EV_Vehicles_4000;Baseline20;4000;0.327;0.9329529243937232;5;1308;0;94;0.2589345006102446
EV_Vehicles_4000;Baseline20;8000;0.36225;0.8483606557377049;5;2771;127;518;0.2689327435444623
EV_Vehicles_4000;Baseline20;12000;0.28191666666666665;0.7012852404643449;5;3207;176;1441;0.4618705056758513
EV_Vehicles_4000;Baseline20;16000;0.117375;0.535958904109589;5;1878;0;1626;0.6699479419052004
EV_Vehicles_4000;Baseline20;20000;0.00055;0.00746775288526816;5;11;0;1462;0.9962591264900572
actorfilms_4000;Pipeline;280;0.21785714285714286;0.9838709677419355;1;61;0;1;0.011557011557017332
actorfilms_4000;Pipeline;560;0.1767857142857143;1.0;1;99;0;0;0.0
actorfilms_4000;Pipeline;840;0.15595238095238095;1.0;1;129;2;0;0.004662666406174386
actorfilms_4000;Pipeline;1120;0.16964285714285715;0.979381443298969;1;190;0;4;0.10296596374881191
actorfilms_4000;Pipeline;1400;0.18428571428571427;0.9961389961389961;1;258;0;1;0.006586519519612719
actorfilms_4000;Pipeline;2800;0.14035714285714285;0.9703703703703703;1;392;1;12;0.14177478227417203
actorfilms_4000;Pipeline;5600;0.13107142857142856;0.8738095238095238;1;729;5;106;0.31974242423729593
actorfilms_4000;Pipeline;8400;0.0955952380952381;0.6916451335055986;1;771;32;358;0.43984909028236274
actorfilms_4000;Pipeline;11200;0.055535714285714285;0.46005917159763315;1;596;26;730;0.6361550809215069
actorfilms_4000;Pipeline;14000;0.04071428571428572;0.1306141154903758;1;306;264;3794;0.7447805628820665
actorfilms_4000;Pipeline_noRev;280;0.21785714285714286;0.9838709677419355;1;61;0;1;0.011557011557017332
actorfilms_4000;Pipeline_noRev;560;0.1767857142857143;1.0;1;99;0;0;0.0
actorfilms_4000;Pipeline_noRev;840;0.15595238095238095;1.0;1;129;2;0;0.004662666406174386
actorfilms_4000;Pipeline_noRev;1120;0.16964285714285715;0.9693877551020408;1;190;0;6;0.1030460071610576
actorfilms_4000;Pipeline_noRev;1400;0.185;0.9773584905660377;1;258;1;6;0.04738469619995748
actorfilms_4000;Pipeline_noRev;2800;0.14107142857142857;0.9541062801932367;1;391;4;19;0.1413274028014691
actorfilms_4000;Pipeline_noRev;5600;0.13125;0.8448275862068966;1;722;13;135;0.3208298095044578
actorfilms_4000;Pipeline_noRev;8400;0.10083333333333333;0.5927221833449965;1;761;86;582;0.4081570914937026
