dataset;algoritmo;MV;recall;precision;version;correct_imp;similar_imp;wrong_imp;rmse
Air_9000;Hybrid;46800;0.0294444444444444;0.1406696610861576;4;0;1378;8418;0.3568691473094053
Air_9000;Hybrid;46800;0.0036538461538461;0.0238493723849372;5;0;171;6999;0.3620711306169282
Air_9000;Hybrid;58500;0.0302222222222222;0.1215120274914089;1;0;1768;12782;0.3418189589348263
Air_9000;Hybrid;58500;0.0175042735042735;0.0937042459736456;2;0;1024;9904;0.3132299632584171
Air_9000;Hybrid;58500;0.0068888888888888;0.0508389050081998;3;0;403;7524;0.248388081093515
Air_9000;Hybrid;58500;0.0215213675213675;0.1101487314085739;4;0;1259;10171;0.2649759973612737
Air_9000;Hybrid;58500;0.00608547008547;0.0381237952452345;5;0;356;8982;0.2878060132141716
Air_9000;Pipeline;1170;0.0871794871794871;1.0;1;0;102;0;0.0001714985851425
Air_9000;Pipeline;1170;0.123076923076923;1.0;2;0;144;0;0.0001443375672974
Air_9000;Pipeline;1170;0.1076923076923077;0.9921259842519684;3;0;126;1;0.0001774713018832
Air_9000;Pipeline;1170;0.1076923076923077;1.0;4;0;126;0;8.908708063747487e-05
Air_9000;Pipeline;1170;0.0982905982905982;1.0;5;0;115;0;0.000186500961648
Air_9000;Pipeline;2340;0.1047008547008547;0.9959349593495936;1;0;245;1;0.0002208630521496
Air_9000;Pipeline;2340;0.1029914529914529;0.9958677685950412;2;0;241;1;0.0002405228464604
Air_9000;Pipeline;2340;0.0957264957264957;0.9955555555555556;3;0;224;1;0.0001632993161855
Air_9000;Pipeline;2340;0.1059829059829059;0.9959839357429718;4;0;248;1;0.0001676676766678
Air_9000;Pipeline;2340;0.1170940170940171;0.9891696750902528;5;0;274;3;0.0115385087474735
Air_9000;Pipeline;3510;0.1096866096866096;0.9974093264248703;1;0;385;1;0.0001439631501497
Air_9000;Pipeline;3510;0.1159544159544159;0.9878640776699028;2;0;407;5;0.009471469678148
Air_9000;Pipeline;3510;0.1094017094017094;0.9948186528497408;3;0;384;2;0.0049518406061383
Air_9000;Pipeline;3510;0.1008547008547008;0.9915966386554622;4;0;354;3;0.0051414174766758
Air_9000;Pipeline;3510;0.1028490028490028;0.9944903581267218;5;0;361;2;0.0002405228464604
Air_9000;Pipeline;4680;0.1134615384615384;0.988826815642458;1;0;531;6;0.0005789607333198
Air_9000;Pipeline;4680;0.1076923076923077;0.9863013698630136;2;0;504;7;0.0014409444608778
Air_9000;Pipeline;4680;0.1053418803418803;0.9979757085020244;3;0;493;1;0.0001855072922167
Air_9000;Pipeline;4680;0.1175213675213675;0.9927797833935018;4;0;550;4;0.0080320881738943
Air_9000;Pipeline;4680;0.1059829059829059;0.9880478087649402;5;0;496;6;0.0002361713200841
Air_9000;Pipeline;5850;0.1068376068376068;0.9889240506329114;1;0;625;7;0.0108382088996244
Air_9000;Pipeline;5850;0.1017094017094017;0.9883720930232558;2;0;595;7;0.0156518921404011
Air_9000;Pipeline;5850;0.101025641025641;0.9899497487437184;3;0;591;6;0.0011698329849727
Air_9000;Pipeline;5850;0.102051282051282;0.9867768595041322;4;0;597;8;0.0005439372836964
Air_9000;Pipeline;5850;0.1145299145299145;0.9911242603550297;5;0;670;6;0.0073990244039452
Air_9000;Pipeline;11700;0.1069230769230769;0.9630484988452656;1;0;1251;48;0.0219474493091527
Air_9000;Pipeline;11700;0.1004273504273504;0.9783513738551208;2;0;1175;26;0.015305193863544
Air_9000;Pipeline;11700;0.1121367521367521;0.98572501878287;3;0;1312;19;0.0111959193489243
Air_9000;Pipeline;11700;0.0983760683760683;0.9812446717817562;4;0;1151;22;0.0106192333029286
Air_9000;Pipeline;11700;0.1052991452991453;0.9716088328075708;5;0;1232;36;0.0075452368663339
Air_9000;Pipeline;23400;0.1025213675213675;0.8321193201526188;1;0;2399;484;0.0551711775079174
Air_9000;Pipeline;23400;0.0823931623931624;0.8310344827586207;2;0;1928;392;0.0849857467765767
Air_9000;Pipeline;23400;0.1023076923076923;0.8209876543209876;3;0;2394;522;0.0493412086362352
Air_9000;Pipeline;23400;0.0764957264957265;0.7916850950906679;4;0;1790;471;0.116925546268513
Air_9000;Pipeline;23400;0.0918376068376068;0.8252688172043011;5;0;2149;455;0.0238207753752418
Air_9000;Pipeline;35100;0.0247293447293447;0.10279488394126;1;0;868;7576;0.380247866473126
Air_9000;Pipeline;35100;0.0246153846153846;0.1988950276243093;2;0;864;3480;0.2218927333846525
Air_9000;Pipeline;35100;0.0394017094017094;0.2601090840699642;3;0;1383;3934;0.2297063420400981
Air_9000;Pipeline;35100;0.0331054131054131;0.2309679984098588;4;0;1162;3869;0.3531643082511883
Air_9000;Pipeline;35100;0.0233903133903133;0.2077954948114401;5;0;821;3130;0.4303639880814905
Air_9000;Pipeline;46800;0.0259829059829059;0.1195085995085995;1;0;1216;8959;0.3365022600330781
Air_9000;Pipeline;46800;0.0396794871794871;0.1627091912731096;2;0;1857;9556;0.2230932369988769
Air_9000;Pipeline;46800;0.0419871794871794;0.2080906491581065;3;0;1965;7478;0.2166423237301926
Air_9000;Pipeline;46800;0.0259615384615384;0.1363330341113106;4;0;1215;7697;0.3573074912312124
Air_9000;Pipeline;46800;0.0031837606837606;0.0272943762593881;5;0;149;5310;0.3504551840828708
Air_9000;Pipeline;58500;0.0269743589743589;0.1174718975656964;1;0;1578;11855;0.3350379626072274
Air_9000;Pipeline;58500;0.0134700854700854;0.0896983494593056;2;0;788;7997;0.319820056656437
Air_9000;Pipeline;58500;0.0068888888888888;0.0553951890034364;3;0;403;6872;0.2574243798481551
Air_9000;Pipeline;58500;0.017025641025641;0.101415334487323;4;0;996;8825;0.2789076949297167
Air_9000;Pipeline;58500;0.0057777777777777;0.045638671347556;5;0;338;7068;0.3214439377309347
Air_9000;Pipeline_noRev;1170;0.1076923076923077;0.9618320610687024;1;0;126;5;0.0116278160834366
Air_9000;Pipeline_noRev;1170;0.1384615384615384;0.9529411764705882;2;0;162;8;0.0011034704612374
Air_9000;Pipeline_noRev;1170;0.1247863247863247;0.9419354838709676;3;0;146;9;0.0050500718615136
Air_9000;Pipeline_noRev;1170;0.1282051282051282;0.974025974025974;4;0;150;4;0.000515978455203
Air_9000;Pipeline_noRev;1170;0.1145299145299145;0.950354609929078;5;0;134;7;0.0022344815509237
Air_9000;Pipeline_noRev;2340;0.1243589743589743;0.9509803921568628;1;0;291;15;0.0549756333427629
Air_9000;Pipeline_noRev;2340;0.1136752136752136;0.939929328621908;2;0;266;17;0.0570075005913687
Air_9000;Pipeline_noRev;2340;0.12008547008547;0.9493243243243245;3;0;281;15;0.0136459824797571
Air_9000;Pipeline_noRev;2340;0.126068376068376;0.9577922077922078;4;0;295;13;0.0213680639236257
Air_9000;Pipeline_noRev;2340;0.1337606837606837;0.9233038348082596;5;0;313;26;0.0533713544415565
Air_9000;Pipeline_noRev;3510;0.1304843304843304;0.9462809917355371;1;0;458;26;0.0613550667416802
Air_9000;Pipeline_noRev;3510;0.1319088319088319;0.9223107569721116;2;0;463;39;0.0438601544389706
Air_9000;Pipeline_noRev;3510;0.1284900284900285;0.941544885177453;3;0;451;28;0.0441478584183056
Air_9000;Pipeline_noRev;3510;0.1213675213675213;0.9466666666666668;4;0;426;24;0.063670418737607
Air_9000;Pipeline_noRev;3510;0.101994301994302;0.9322916666666666;5;0;358;26;0.050820942820521
Air_9000;Pipeline_noRev;4680;0.1301282051282051;0.925531914893617;1;0;609;49;0.0977864586195946
Air_9000;Pipeline_noRev;4680;0.1239316239316239;0.9339774557165862;2;0;580;41;0.0541235837582895
Air_9000;Pipeline_noRev;4680;0.1224358974358974;0.934747145187602;3;0;573;40;0.0671394302888444
Air_9000;Pipeline_noRev;4680;0.1324786324786324;0.929535232383808;4;0;620;47;0.0741738607542469
Air_9000;Pipeline_noRev;4680;0.1228632478632478;0.9289176090468496;5;0;575;44;0.0073397802963073
Air_9000;Pipeline_noRev;5850;0.1263247863247863;0.9157372986369268;1;0;739;68;0.082578061900913
Air_9000;Pipeline_noRev;5850;0.1182905982905982;0.9376693766937668;2;0;692;46;0.0712125620750298
Air_9000;Pipeline_noRev;5850;0.1198290598290598;0.928476821192053;3;0;701;54;0.0092270118859992
Air_9000;Pipeline_noRev;5850;0.1184615384615384;0.9314516129032258;4;0;693;51;0.0348501400006444
Air_9000;Pipeline_noRev;5850;0.1312820512820512;0.9446494464944648;5;0;768;45;0.0584854351566376
Air_9000;Pipeline_noRev;11700;0.1061538461538461;0.8335570469798658;1;0;1242;248;0.1046989804633603
Air_9000;Pipeline_noRev;11700;0.1277777777777777;0.8696916812100058;2;0;1495;224;0.0547883812942125
Air_9000;Pipeline_noRev;11700;0.1067521367521367;0.8531420765027322;3;0;1249;215;0.0936300051738355
Air_9000;Pipeline_noRev;11700;0.1207692307692307;0.828253223915592;4;0;1413;293;0.1214334736023686
Air_9000;Pipeline_noRev;11700;0.1028205128205128;0.8106469002695418;5;0;1203;281;0.1158876064621941
Air_9000;Pipeline_noRev;23400;0.0868376068376068;0.456629213483146;1;0;2032;2418;0.2383677873003631
Air_9000;Pipeline_noRev;23400;0.0831196581196581;0.4709443099273607;2;0;1945;2185;0.2511403319736295
Air_9000;Pipeline_noRev;23400;0.0835470085470085;0.4710843373493976;3;0;1955;2195;0.2095168866300093
Air_9000;Pipeline_noRev;23400;0.083076923076923;0.4503127171646977;4;0;1944;2373;0.2221343145367126
Air_9000;Pipeline_noRev;23400;0.0767094017094017;0.4712522971908637;5;0;1795;2014;0.1551542039027982
Air_9000;Pipeline_noRev;35100;0.0344444444444444;0.0952568547116293;1;0;1209;11483;0.3489503296626929
Air_9000;Pipeline_noRev;35100;0.0315384615384615;0.1560253699788583;2;0;1107;5988;0.2407994624442928
Air_9000;Pipeline_noRev;35100;0.0349857549857549;0.1350637923449186;3;0;1228;7864;0.2628511653993216
Air_9000;Pipeline_noRev;35100;0.0385185185185185;0.129044573828386;4;0;1352;9125;0.2640181788061141
Air_9000;Pipeline_noRev;35100;0.024045584045584;0.0841056302939711;5;0;844;9191;0.3381049171890318
Air_9000;Pipeline_noRev;46800;0.0304700854700854;0.1232071885260065;1;0;1426;10148;0.3193861243973742
Air_9000;Pipeline_noRev;46800;0.0428418803418803;0.1490928019036287;2;0;2005;11443;0.2640178723918041
Air_9000;Pipeline_noRev;46800;0.041025641025641;0.1594684385382059;3;0;1920;10120;0.3007746339016422
Air_9000;Pipeline_noRev;46800;0.0319017094017094;0.152409146590445;4;0;1493;8303;0.3335421231225439
Air_9000;Pipeline_noRev;46800;0.0036538461538461;0.0238493723849372;5;0;171;6999;0.3631245378462514
Air_9000;Pipeline_noRev;58500;0.0313333333333333;0.1259793814432989;1;0;1833;12717;0.3341640082334255
Air_9000;Pipeline_noRev;58500;0.0183589743589743;0.0982796486090776;2;0;1074;9854;0.3083044507200972
Air_9000;Pipeline_noRev;58500;0.007042735042735;0.0519742651696732;3;0;412;7515;0.2481805336193144
Air_9000;Pipeline_noRev;58500;0.0216752136752136;0.110936132983377;4;0;1268;10162;0.257545764350546
Air_9000;Pipeline_noRev;58500;0.0061025641025641;0.0382308845577211;5;0;357;8981;0.2874338965975613
Boeing_1485;Baseline20;148;0.3648648648648648;0.8059701492537313;1;54;0;13;0.1737536427192505
Boeing_1485;Baseline20;148;0.4324324324324324;0.8311688311688312;2;64;0;13;0.1618479324759919
Boeing_1485;Baseline20;148;0.3851351351351351;0.8382352941176471;3;57;0;11;0.011018033346452
Boeing_1485;Baseline20;148;0.4662162162162162;0.8625;4;69;0;11;0.1584824911464985
Boeing_1485;Baseline20;148;0.4864864864864865;0.8089887640449438;5;72;0;17;0.2125187367813626
Boeing_1485;Baseline20;297;0.3771043771043771;0.7943262411347518;1;112;0;29;0.1690980663058238
Boeing_1485;Baseline20;297;0.4309764309764309;0.8;2;128;0;32;0.1589776713881544
Boeing_1485;Baseline20;297;0.4309764309764309;0.8;3;128;0;32;0.1778698259964291
Boeing_1485;Baseline20;297;0.4208754208754209;0.8169934640522876;4;125;0;28;0.1158378402283043
Boeing_1485;Baseline20;297;0.3973063973063973;0.8137931034482758;5;118;0;27;0.1188985368663782
Boeing_1485;Baseline20;446;0.4035874439461883;0.8108108108108109;1;180;0;42;0.1173181360448802
Boeing_1485;Baseline20;446;0.3318385650224215;0.8222222222222222;2;148;0;32;0.1062105874613679
Boeing_1485;Baseline20;446;0.4080717488789238;0.801762114537445;3;182;0;45;0.1519362114007117
Boeing_1485;Baseline20;446;0.3789237668161435;0.8203883495145631;4;169;0;37;0.0706824225275911
Boeing_1485;Baseline20;446;0.3856502242152466;0.8151658767772512;5;172;0;39;0.0990813252068185
Boeing_1485;Baseline20;594;0.3585858585858585;0.797752808988764;1;213;0;54;0.1629240074689358
Boeing_1485;Baseline20;594;0.3383838383838384;0.7528089887640449;2;201;0;66;0.0879290657248838
Boeing_1485;Baseline20;594;0.4276094276094276;0.8438538205980066;3;254;0;47;0.1531456974621318
Boeing_1485;Baseline20;594;0.3063973063973064;0.7459016393442623;4;182;0;62;0.1292665945208443
Boeing_1485;Baseline20;594;0.3804713804713804;0.8401486988847584;5;226;0;43;0.106610851257965
Boeing_1485;Baseline20;742;0.3544474393530997;0.7781065088757396;1;263;0;75;0.1229977389506906
Boeing_1485;Baseline20;742;0.3867924528301887;0.7863013698630137;2;287;0;78;0.1185195203851617
Boeing_1485;Baseline20;742;0.3153638814016172;0.6985074626865672;3;234;0;101;0.1562353181161855
Boeing_1485;Baseline20;742;0.4029649595687331;0.7847769028871391;4;299;0;82;0.2181012611265393
Boeing_1485;Baseline20;742;0.3665768194070081;0.7727272727272727;5;272;0;80;0.1318406945900999
Boeing_1485;Baseline20;1485;0.2848484848484848;0.7193877551020408;1;423;0;165;0.3381574749893258
Boeing_1485;Baseline20;1485;0.2707070707070707;0.6666666666666666;2;402;0;201;0.3274857307032812
Boeing_1485;Baseline20;1485;0.2612794612794613;0.697841726618705;3;388;0;168;0.3631398545420677
Boeing_1485;Baseline20;1485;0.3232323232323232;0.7741935483870968;4;480;0;140;0.1247277810066335
Boeing_1485;Baseline20;1485;0.2424242424242424;0.7058823529411765;5;360;0;150;0.2144667897870638
Boeing_1485;Baseline20;2970;0.0979797979797979;0.445635528330781;1;291;0;362;0.5016393599720821
Boeing_1485;Baseline20;2970;0.2175084175084175;0.6123222748815166;2;646;0;409;0.360024084239135
Boeing_1485;Baseline20;2970;0.1202020202020202;0.4385749385749385;3;357;0;457;0.5684320712767882
Boeing_1485;Baseline20;2970;0.07003367003367;0.3741007194244604;4;208;0;348;0.5915064021132884
Boeing_1485;Baseline20;2970;0.0989898989898989;0.4164305949008499;5;294;0;412;0.5684482904570234
Boeing_1485;Baseline20;4455;0.0808080808080808;0.3022670025188917;1;360;0;831;0.6761872793655752
Boeing_1485;Baseline20;4455;0.1367003367003367;0.4208707671043538;2;609;0;838;0.6367209472103523
Boeing_1485;Baseline20;4455;0.0464646464646464;0.184;3;207;0;918;0.7616507750347999
Boeing_1485;Baseline20;4455;0.122334455667789;0.4377510040160642;4;545;0;700;0.5490037980571036
Boeing_1485;Baseline20;4455;0.0219977553310886;0.1505376344086021;5;98;0;553;0.8611433135382363
Boeing_1485;Baseline20;5940;0.0722222222222222;0.2722081218274111;1;429;0;1147;0.7147000089491244
Boeing_1485;Baseline20;5940;0.0892255892255892;0.2472014925373134;2;530;0;1614;0.6748490734391223
Boeing_1485;Baseline20;5940;0.0111111111111111;0.0749148694665153;3;66;0;815;0.7733049046759701
Boeing_1485;Baseline20;5940;0.0082491582491582;0.0839041095890411;4;49;0;535;0.9555897787976102
Boeing_1485;Baseline20;5940;0.0038535645472061;0.0392156862745098;5;4;0;98;0.9801960588196068
Boeing_1485;Baseline20;7425;0.0045791245791245;0.0407673860911271;1;34;0;800;0.9765887621264902
Boeing_1485;Baseline20;7425;0.0047138047138047;0.0428396572827417;2;35;0;782;0.972546955882002
Boeing_1485;Baseline20;7425;0.0063299663299663;0.05875;3;47;0;753;0.9691745521318644
Boeing_1485;Baseline20;7425;0.0055218855218855;0.0483490566037735;4;41;0;807;0.9711140716179224
Boeing_1485;Baseline20;7425;0.0047138047138047;0.041031652989449;5;35;0;818;0.9782054645279572
Boeing_1485;Pipeline;148;0.1959459459459459;0.6744186046511628;1;29;0;14;0.0323127881661389
Boeing_1485;Pipeline;148;0.2567567567567567;0.8444444444444444;2;38;0;7;0.0176949459199826
Boeing_1485;Pipeline;148;0.2027027027027027;0.7692307692307693;3;30;0;9;0.0277474877587697
Boeing_1485;Pipeline;148;0.2432432432432432;0.7659574468085106;4;36;0;11;0.0269281945101127
Boeing_1485;Pipeline;148;0.2162162162162162;0.7441860465116279;5;32;0;11;0.0304245158185088
Boeing_1485;Pipeline;297;0.1683501683501683;0.746268656716418;1;50;0;17;0.0310606051781006
Boeing_1485;Pipeline;297;0.2087542087542087;0.6813186813186813;2;62;0;29;0.0306486648867558
Boeing_1485;Pipeline;297;0.2356902356902357;0.8536585365853658;3;70;0;12;0.0205915564035832
Boeing_1485;Pipeline;297;0.1548821548821548;0.6571428571428571;4;46;0;24;0.0331365141713574
Boeing_1485;Pipeline;297;0.2592592592592592;0.8953488372093024;5;77;0;9;0.016379581730753
Boeing_1485;Pipeline;446;0.2130044843049327;0.7307692307692307;1;95;0;35;0.0286305377579201
Boeing_1485;Pipeline;446;0.1547085201793722;0.7340425531914894;2;69;0;25;0.0304083904994321
Boeing_1485;Pipeline;446;0.1726457399103139;0.7333333333333333;3;77;0;28;0.0278092139578302
Boeing_1485;Pipeline;446;0.2376681614349775;0.8346456692913385;4;106;0;21;0.0207010973880822
Boeing_1485;Pipeline;446;0.2556053811659193;0.7862068965517242;5;114;0;31;0.026046245344612
Boeing_1485;Pipeline;594;0.1565656565656565;0.6788321167883211;1;93;0;44;0.0320988436929332
Boeing_1485;Pipeline;594;0.2188552188552188;0.8496732026143791;2;130;0;23;0.022247420354241
Boeing_1485;Pipeline;594;0.1666666666666666;0.7021276595744681;3;99;0;42;0.0312643725813872
Boeing_1485;Pipeline;594;0.202020202020202;0.9230769230769232;4;120;0;10;0.0154195181008207
Boeing_1485;Pipeline;594;0.2828282828282828;0.9655172413793104;5;168;0;6;0.0098555661383832
Boeing_1485;Pipeline;742;0.1415094339622641;0.6687898089171974;1;105;0;52;0.0317122813718741
Boeing_1485;Pipeline;742;0.2277628032345013;0.824390243902439;2;169;0;36;0.021406974017487
Boeing_1485;Pipeline;742;0.192722371967655;0.8511904761904762;3;143;0;25;0.0198898753856614
Boeing_1485;Pipeline;742;0.2641509433962264;0.8484848484848485;4;196;0;35;0.0223446052836335
Boeing_1485;Pipeline;742;0.2439353099730458;0.9282051282051282;5;181;0;14;0.0138846899635755
Boeing_1485;Pipeline;1485;0.1629629629629629;0.8039867109634552;1;242;0;59;0.1025964905204347
Boeing_1485;Pipeline;1485;0.1791245791245791;0.7287671232876712;2;266;0;99;0.0621212248377513
Boeing_1485;Pipeline;1485;0.2383838383838384;0.7866666666666666;3;354;0;96;0.0852463619295405
Boeing_1485;Pipeline;1485;0.2491582491582491;0.7740585774058577;4;370;0;108;0.0233729540084153
Boeing_1485;Pipeline;1485;0.206060606060606;0.8138297872340425;5;306;0;70;0.0924425928818714
Boeing_1485;Pipeline;2970;0.2582491582491582;0.7882836587872559;1;767;0;206;0.2029488617689679
Boeing_1485;Pipeline;2970;0.3346801346801347;0.8160919540229885;2;994;0;224;0.1767793565060681
Boeing_1485;Pipeline;2970;0.1885521885521885;0.7734806629834254;3;560;0;164;0.1405512234341622
Boeing_1485;Pipeline;2970;0.2367003367003367;0.7108190091001011;4;703;0;286;0.2918315683872826
Boeing_1485;Pipeline;2970;0.3215488215488215;0.778321108394458;5;955;0;272;0.2380308907925087
Boeing_1485;Pipeline;4455;0.2455667789001122;0.639018691588785;1;1094;0;618;0.3186180329714237
Boeing_1485;Pipeline;4455;0.1813692480359147;0.5893508388037928;2;808;0;563;0.4320567438487439
Boeing_1485;Pipeline;4455;0.1218855218855218;0.4637062339880444;3;543;0;628;0.4251654362291959
Boeing_1485;Pipeline;4455;0.1367003367003367;0.3784959602237414;4;609;0;1000;0.5236267968449912
Boeing_1485;Pipeline;4455;0.1566778900112233;0.4735413839891452;5;698;0;776;0.5252866213789658
Boeing_1485;Pipeline;5940;0.0361952861952862;0.196526508226691;1;215;0;879;0.8405097315172121
Boeing_1485;Pipeline;5940;0.0473063973063973;0.1951388888888889;2;281;0;1159;0.7129527104662065
Boeing_1485;Pipeline;5940;0.1449494949494949;0.4094151212553495;3;861;0;1242;0.6096774206899067
Boeing_1485;Pipeline;5940;0.0707070707070707;0.2845528455284553;4;420;0;1056;0.4273864419137641
Boeing_1485;Pipeline;5940;0.0038535645472061;0.0392156862745098;5;4;0;98;0.9801960588196068
Boeing_1485;Pipeline;7425;0.0118518518518518;0.0873882820258192;1;88;0;919;0.9325063385840892
Boeing_1485;Pipeline;7425;0.0152188552188552;0.0869230769230769;2;113;0;1187;0.8078610809748413
Boeing_1485;Pipeline;7425;0.0468686868686868;0.2418346073662265;3;348;0;1091;0.7662013145918495
Boeing_1485;Pipeline;7425;0.0572390572390572;0.185589519650655;4;425;0;1865;0.7758446300364097
Boeing_1485;Pipeline;7425;0.1189225589225589;0.3822510822510822;5;883;0;1427;0.6145697097470131
Boeing_898;Baseline20;90;0.2888888888888888;0.9285714285714286;1;25;1;2;0.0123563170657186
Boeing_898;Baseline20;90;0.4;0.9473684210526316;2;31;5;2;0.1648255856480132
Boeing_898;Baseline20;90;0.5;0.9782608695652174;3;38;7;1;0.1487896823211118
Boeing_898;Baseline20;90;0.3;0.8181818181818182;4;27;0;6;0.3483510942260478
Boeing_898;Baseline20;90;0.3555555555555555;0.9696969696969696;5;31;1;1;0.0140496953487945
Boeing_898;Baseline20;180;0.4055555555555555;0.8902439024390244;1;70;3;9;0.2716235289208478
Boeing_898;Baseline20;180;0.3944444444444444;0.8554216867469879;2;62;9;12;0.315248591906126
Boeing_898;Baseline20;180;0.4222222222222222;0.8837209302325582;3;62;14;10;0.2186211547456594
Boeing_898;Baseline20;180;0.4055555555555555;0.9605263157894736;4;70;3;3;0.1627610049638491
Boeing_898;Baseline20;180;0.3333333333333333;0.8333333333333334;5;55;5;12;0.1252970359674251
Boeing_898;Baseline20;269;0.3903345724907063;0.8677685950413223;1;91;14;16;0.2582895261888158
Boeing_898;Baseline20;269;0.3308550185873606;0.8725490196078431;2;81;8;13;0.1728025337958749
Boeing_898;Baseline20;269;0.4312267657992565;0.90625;3;104;12;12;0.1272751387251257
Boeing_898;Baseline20;269;0.3345724907063197;0.8910891089108911;4;87;3;11;0.1728771955825153
Boeing_898;Baseline20;269;0.4349442379182156;0.9069767441860463;5;105;12;12;0.2160920705295232
Boeing_898;Baseline20;359;0.3426183844011142;0.9044117647058824;1;97;26;13;0.151252297017074
Boeing_898;Baseline20;359;0.3955431754874652;0.8402366863905325;2;115;27;27;0.1899945187624193
Boeing_898;Baseline20;359;0.3732590529247911;0.8701298701298701;3;132;2;20;0.3324612661747132
Boeing_898;Baseline20;359;0.3844011142061281;0.9019607843137256;4;129;9;15;0.2429692952440134
Boeing_898;Baseline20;359;0.3203342618384401;0.8984375;5;105;10;13;0.1831618990128678
Boeing_898;Baseline20;449;0.311804008908686;0.8092485549132948;1;111;29;33;0.2768943581027481
