jack sprat's grill;?;?;310/837-6662;?;140
?;?;los angeles;310/273-5578;californian;?
jimmy's;?;?;310/552-2394;?;?
?;9255 sunset blvd.;?;310/276-1886;asian;143
?;8783 beverly blvd.;?;310/289-0660;asian;144
le dome;?;?;310/659-6919;?;145
louise's trattoria;4500 los feliz blvd.;los angeles;213/667-0777;italian;?
?;?;los angeles;?;asian;147
?;8764 melrose ave.;los angeles;310/276-5205;american;?
nate 'n' al's;?;?;310/274-0101;american;149
?;601 s. figueroa st.;?;213/485-0927;american;150
?;1401 ocean ave.;santa monica;?;?;151
orleans;11705 national blvd.;?;310/479-4187;?;?
pacific dining car;6th st.;los angeles;213/483-6000;?;153
paty's;10001 riverside dr.;toluca lake;?;american;?
?;1448 n. gower st.;los angeles;?;californian;?
posto;14928 ventura blvd.;?;?;?;?
prego;362 n. camden dr.;?;?;italian;?
?;?;los angeles;310/274-7427;american;?
?;3rd st. promenade;?;?;?;?
?;111 s. san pedro st.;los angeles;?;asian;?
roscoe's house of chicken 'n' waffles;1514 n. gower st.;?;213/466-9329;american;?
schatzi on main;3110 main st.;?;310/399-4800;?;162
?;?;los angeles;213/651-0346;mediterranean;163
swingers;?;los angeles;213/653-5858;?;?
tavola calda;?;?;213/658-6340;italian;?
the mandarin;?;los angeles;?;?;166
tommy tang's;?;?;213/937-5733;asian;167
tra di noi;?;los angeles;310/456-0169;?;?
?;9876 wilshire blvd.;los angeles;?;?;?
vida;1930 north hillhurst ave.;los feliz;?;?;?
?;60 n. venice blvd.;los angeles;?;american;?
?;20 mott st.  between bowery and pell st.;?;212/964-0380;asian;172
?;9 jones st.;?;212/989-1220;american;?
?;700 5th ave. at 55th st.;new york;?;?;174
?;322 e. 14 st.  between 1st and 2nd aves.;new york;?;?;175
?;?;new york;212/473-8388;american;?
?;304 e. 48th st.;new york;212/ 759-0590;?;?
alley's end;311 w. 17th st.;new york;212/627-8899;american;?
?;?;?;212/702-5014;?;179
american place;2 park ave. at 32nd st.;?;212/684-2122;?;?
?;222 e. 58th st.  between 2nd and 3rd aves.;new york;212/308-0112;?;181
?;?;?;212/838-0440;american;?
arturo's;106 w. houston st.  off thompson st.;?;?;?;183
?;200-250 vesey st. world financial center;?;212/385-0313;asian;?
?;1022 3rd ave.  between 60th and 61st sts.;new york;?;mediterranean;?
?;321 w. 46th st.;?;?;italian;?
?;?;new york;?;american;187
?;?;?;212/206-0059;?;188
?;?;?;212/753-1870;american;?
?;13 1st ave.  near 1st st.;?;?;latin american;190
bolo;?;new york;?;?;191
?;1393a 2nd ave.  between 72nd and 73rd sts.;?;212/249-8484;asian;192
?;420 e. 59th st.  off 1st ave.;?;212/758-0323;?;?
?;225 varick st. at clarkston st.;new york;?;american;194
bruno;?;?;?;italian;195
bryant park grill  roof restaurant and bp cafe;25 w. 40th st.  between 5th and 6th aves.;new york;?;?;196
?;?;new york;?;?;?
?;111 e. 22nd st.  between park ave. s and lexington ave.;?;?;?;?
?;?;new york;212/988-2655;?;199
?;?;new york;212/484-5120;french;200
cafe la fortuna;69 w. 71st st.;?;212/724-5846;?;201
?;200 w. 70th st.;new york;?;french;?
?;?;?;212/940-8185;?;?
cafe centro;200 park ave.  between 45th st. and vanderbilt ave.;new york;?;?;?
cafe fes;?;?;?;?;205
caffe dante;81 macdougal st.  between houston and bleeker sts.;new york;212/982-5275;?;206
?;?;new york;?;coffee bar;207
caffe lure;169 sullivan st.  between houston and bleecker sts.;?;?;french;?
caffe reggio;119 macdougal st.  between 3rd and bleecker sts.;?;212/475-9557;coffee bar;209
caffe roma;385 broome st. at mulberry;new york;212/226-8413;coffee bar;?
?;?;?;212/691-7538;?;211
?;?;?;?;italian;?
?;451 washington st.  near watts st.;?;?;french;213
captain's table;?;new york;?;seafood;214
casa la femme;150 wooster st.  between houston and prince sts.;new york;212/505-0005;middle eastern;?
?;?;new york;212/343-9012;asian;216
?;72 macdougal st.  between w. houston and bleecker sts.;new york;?;?;217
chiam;?;?;?;asian;?
?;?;new york;?;?;?
cite;?;?;?;french;?
?;?;?;212/794-0205;italian;221
columbus bakery;?;new york;?;?;222
?;?;new york;?;coffee bar;?
cupcake cafe;522 9th ave. at 39th st.;new york;?;coffee bar;224
?;?;new york;212/343-1212;italian;?
?;121 prince st.;?;?;coffee bar;226
?;341 w. broadway  near grand st.;new york;?;?;?
?;181 w. 10th st.;?;?;?;228
?;?;new york;212/ 986-8080;?;229
duane park cafe;157 duane st.  between w. broadway and hudson st.;new york;212/732-5555;american;230
el teddy's;219 w. broadway  between franklin and white sts.;new york;212/941-7070;?;?
emily's;?;?;212/996-1212;?;?
?;6 e. 32nd st.;new york;?;asian;233
?;2150 broadway  between 75th and 76th sts.;new york;212/496-1588;american;?
evergreen cafe;?;?;?;asian;?
?;39 desbrosses st.  near west st.;?;?;italian;236
?;340 w. broadway at grand st.;?;?;french;?
ferrier;?;?;212/772-9000;?;238
fifty seven fifty seven;57 e. 57th st.;?;212/758-5757;american;?
film center cafe;?;?;?;american;240
fiorello's roman cafe;1900 broadway  between 63rd and 64th sts.;?;?;?;241
?;522 columbus ave.  between 85th and 86th sts.;?;212/595-3139;american;242
first;?;?;212/674-3823;?;243
fishin eddie;73 w. 71st st.;?;?;?;244
fleur de jour;?;new york;212/355-2020;coffee bar;?
?;21 west 17th st.  between 5th and 6th aves.;?;212/691-8888;?;246
?;?;new york;212/691-6359;italian;?
?;54 pearl st. at broad st.;?;?;?;248
?;458 6th ave. at 11th st.;?;212/533-2233;french;249
french roast cafe;?;?;212/799-1533;coffee bar;250
frico bar;402 w. 43rd st.  off 9th ave.;?;?;?;251
fujiyama mama;?;new york;212/769-1144;asian;252
?;?;?;212/961-0574;mexican;253
gallagher's;?;new york;?;?;254
?;15 fulton st.;new york;?;seafood;?
girafe;?;new york;?;italian;?
?;33 93 2nd ave.  between 5th and 6th sts.;new york;212/477-8427;?;257
?;?;?;?;?;?
grand ticino;228 thompson st.  between w. 3rd and bleecker sts.;new york;212/777-5922;italian;?
?;?;new york;212/468-8888;?;?
?;221 w. 57th st.;?;?;american;?
?;1340 1st ave. at 72nd st.;new york;?;?;?
home;?;new york;212/243-9579;?;?
?;4 world financial center;new york;?;american;264
i trulli;?;new york;?;?;265
?;125 mulberry st.  between canal and hester sts.;?;?;italian;?
il nido;?;?;212/753-8450;italian;?
?;492 broome st.  near w. broadway;?;212/966-3371;latin american;?
?;430 lafayette st.  between 4th st. and astor pl.;?;212/505-5111;?;269
?;82 e. 3rd st.  between 1st and 2nd aves.;new york;?;?;270
?;?;?;?;latin american;?
?;?;new york;212/751-2323;french;272
?;15 w. 44th st.;new york;?;asian;273
jimmy sung's;219 e. 44th st.  between 2nd and 3rd aves.;?;?;asian;274
joe allen;326 w. 46th st.;?;212/581-6464;american;275
?;?;new york;212/582-5252;?;?
l'absinthe;?;?;?;?;?
?;1191 1st ave.  between 64th and 65th sts.;?;?;?;278
l'auberge du midi;?;new york;?;?;?
l'udo;432 lafayette st.  near astor pl.;new york;212/388-0978;?;280
la reserve;4 w. 49th st.;?;?;?;281
?;168 1st ave.  between 10th and 11th sts.;new york;?;?;282
?;?;?;?;italian;?
?;211 w. broadway at franklin st.;new york;212/431-0700;middle eastern;?
le chantilly;106 e. 57th st.;?;?;?;?
?;149 e. 57th st.;?;212/ 752-0808;asian;286
le gamin;50 macdougal st.  between houston and prince sts.;new york;212/254-4678;coffee bar;?
?;25 cleveland pl.  near spring st.;?;212/343-9599;?;?
?;?;?;212/727-8022;italian;289
le marais;?;?;212/869-0900;american;290
?;?;new york;212/755-6244;french;?
le select;507 columbus ave.  between 84th and 85th sts.;new york;?;american;292
?;411 park ave. s  between 28th and 29th sts.;?;?;?;?
?;51 w. 64th st.;?;?;?;294
lola;?;new york;?;?;295
?;59 grand st.  between wooster st. and w. broadway;?;212/941-0479;or 212/941-0772 american;296
?;?;new york;?;?;297
?;446 columbus ave.  between 81st and 82nd sts.;?;212/873-5025;?;298
?;?;new york;?;?;?
?;1161 1st ave.  between 63rd and 64th sts.;?;?;?;?
manila garden;?;?;?;?;?
?;?;?;212/370-1866;?;?
?;?;new york;?;?;?
?;?;new york;?;american;?
matthew's;?;new york;?;american;?
?;?;?;?;?;306
milan cafe and coffee bar;120 w. 23rd st.;new york;212/807-1801;coffee bar;?
monkey bar;60 e. 54th st.;?;?;american;?
montien;?;?;?;asian;?
?;?;?;212/972-3315;american;?
motown cafe;104 w. 57th st.  near 6th ave.;?;?;american;?
?;?;?;?;?;?
?;28 1/2 bowery at bayard st.;?;?;?;?
newsbar;?;?;?;coffee bar;314
odeon;?;new york;?;?;?
orso;322 w. 46th st.;?;?;italian;316
osteria al droge;?;new york;?;italian;317
?;68 e. 56th st.;new york;?;asian;318
?;138 lafayette st.  between canal and howard sts.;new york;212/941-4168;asian;319
palio;151 w. 51st. st.;new york;?;italian;?
pamir;1065 1st ave.  at 58th st.;?;212/644-9258;middle eastern;321
?;?;new york;212/288-2391;?;?
?;250 park ave. s at 20th st.;?;212/777-6211;latin american;?
peacock alley;301 park ave.  between 49th and 50th sts.;?;?;?;324
?;?;?;212/682-8660;?;?
?;?;new york;212/274-8883;?;326
?;1423 2nd ave.  between 74th and 75th sts.;?;212/535-1100;middle eastern;?
planet hollywood;140 w. 57th st.;?;212/333-7827;american;?
?;371 w. 46th st.  off 9th ave.;new york;?;latin american;?
?;551 amsterdam ave.  between 86th and 87th sts.;new york;212/595-8555;american;?
?;28 e. 63rd st.;?;212/935-2888;american;?
?;100 w. 82nd st.;?;?;?;?
red tulip;439 e. 75th st.;new york;?;eastern european;333
remi;?;?;212/581-4242;italian;334
republic;37a union sq. w  between 16th and 17th sts.;new york;212/627-7172;asian;?
?;126 e. 7th st.  between 1st ave. and ave. a;?;212/674-4140;?;?
?;?;new york;?;?;?
?;?;new york;212/245-9600;american;338
s.p.q.r;133 mulberry st.  between hester and grand sts.;new york;?;italian;339
?;?;?;?;italian;340
?;?;?;212/673-0330;east european;341
?;18 e. 54th st.;new york;212/753-9015;?;342
sant ambroeus;?;new york;212/570-2211;?;343
sarabeth's kitchen;?;new york;?;american;?
sea grill;19 w. 49th st.;?;212/332-7610;seafood;?
serendipity;3 225 e. 60th st.;?;?;?;?
seventh regiment mess and bar;643 park ave. at 66th st.;new york;?;?;?
?;?;?;?;american;348
?;57 w. 48th st.;new york;?;asian;?
sofia fabulous pizza;1022 madison ave.  near 79th st.;new york;?;?;?
spring street natural restaurant & bar;62 spring st. at lafayette st.;new york;212/966-0290;?;351
stage deli;?;?;?;delicatessen;352
stingray;428 amsterdam ave.  between 80th and 81st sts.;new york;212/501-7515;?;353
sweet'n'tart cafe;?;?;?;?;354
t salon;143 mercer st. at prince st.;?;?;?;?
?;65 w. 55th st.;?;?;?;?
?;950 8th ave. at 56th st.;?;?;american;357
teresa's;103 1st ave.  between 6th and 7th sts.;?;?;?;358
terrace;?;new york;?;?;359
?;?;?;212/265-3566;?;?
the savannah club;?;?;212/496-1066;?;?
?;900 7th ave.  between 56th and 57th sts.;new york;212/245-9800;?;362
?;345 e. 83rd st.;new york;?;italian;363
?;?;new york;212/941-3900;?;?
trois jean;?;new york;?;coffee bar;?
?;34 e. 51st st.;new york;212/688-5447;asian;?
?;386 3rd ave.  between 27th and 28th sts.;new york;212/679-1810;middle eastern;367
?;?;new york;?;american;368
veniero's pasticceria;?;?;?;?;?
?;?;new york;?;?;370
victor's cafe;52 236 w. 52nd st.;?;212/586-7714;?;?
?;70 w. 68th st.;new york;212/721-0068;american;372
vong;200 e. 54th st.;new york;?;american;?
water club;500 e. 30th st.;?;212/683-3333;?;?
?;?;new york;212/246-6363;?;375
xunta;174 1st ave.  between 10th and 11th sts.;new york;212/614-0620;mediterranean;376
zen palate;?;new york;212/614-9291;and 212/614-9345 asian;377
zoe;90 prince st.  between broadway and mercer st.;new york;212/966-6722;?;?
?;?;?;?;international;?
aleck's barbecue heaven;?;?;?;?;?
annie's thai castle;?;?;404/264-9546;asian;381
?;?;atlanta;?;?;?
atlanta fish market;?;?;?;?;383
?;260 e. paces ferry road;atlanta;?;?;384
?;3500 peachtree rd.  phipps plaza;?;404/233-2333;italian;385
?;?;atlanta;?;?;?
cafe renaissance;?;?;770/441--0291;?;?
?;?;atlanta;?;?;388
?;3300 peachtree rd.  grand hyatt;atlanta;404/365-8100;?;?
city grill;?;atlanta;?;?;?
coco loco;40  buckhead crossing mall on the sidney marcus blvd.;atlanta;?;caribbean;391
?;?;?;404/874-5642;?;392
dante's down the hatch  buckhead;?;?;?;?;393
?;underground underground mall  underground atlanta;atlanta;404/577-1800;?;?
?;?;atlanta;?;?;395
french quarter food shop;?;?;404/875-2489;?;?
holt bros. bar-b-q;6359 jimmy carter blvd.  at buford hwy.  norcross;?;770/242-3984;?;397
?;?;atlanta;404/255-7277;southern;398
hsu's gourmet;192 peachtree center ave.  at international blvd.;?;?;asian;399
imperial fez;2285 peachtree rd.  peachtree battle condominium;atlanta;404/351-0870;mediterranean;400
?;?;atlanta;404/841-0314;?;401
la grotta at ravinia dunwoody rd.;holiday inn/crowne plaza at ravinia  dunwoody;atlanta;770/395-9925;?;402
little szechuan;?;?;?;asian;403
?;6301 roswell rd.  sandy springs plaza  sandy springs;?;404/255-5160;?;?
luna si;1931 peachtree rd.;?;404/355-5993;?;?
mambo restaurante cubano;?;atlanta;404/874-2626;caribbean;406
?;3209 maple dr.;?;?;?;?
mi spia dunwoody rd.;?;atlanta;?;italian;?
nickiemoto's: a sushi bar;?;?;404/842-0334;fusion;409
?;?;atlanta;404/350-6755;?;410
pleasant peasant;?;?;?;?;?
pricci;500 pharr rd.;?;?;italian;412
?;?;atlanta;404/875-7775;?;413
rib ranch;?;atlanta;404/233-7644;barbecue;?
sa tsu ki;3043 buford hwy.;atlanta;?;asian;?
?;6050 peachtree pkwy.  norcross;atlanta;770/449-0033;asian;416
south city kitchen;1144 crescent ave.;atlanta;404/873-7358;southern;417
?;?;?;?;french;?
?;?;?;?;southern;?
?;?;atlanta;?;american;420
taste of new orleans;889 w. peachtree st.;?;404/874-5535;southern;421
?;3393 peachtree rd.;?;404/264-1163;?;422
antonio's;?;las vegas;?;?;423
?;3645 las vegas blvd. s;las vegas;702/739-4111;?;424
bamboo garden;?;?;702/871-3262;asian;?
battista's hole in the wall;?;las vegas;?;italian;?
?;3570 las vegas blvd. s;?;702/735-4663;?;427
binion's coffee shop;?;?;?;coffee shops/diners;428
bistro;3400 las vegas blvd. s;las vegas;?;?;429
?;4111 boulder hwy.;las vegas;702/432-7777;?;430
?;?;las vegas;702/733-3111;?;?
?;1350 e. flamingo rd.;?;702/735-8686;american;432
cafe roma;3570 las vegas blvd. s;las vegas;?;?;?
capozzoli's;?;las vegas;702/731-5311;?;434
?;3700 w. flamingo rd.;las vegas;?;buffets;435
?;1 main st.;?;702/386-2512;american;?
?;?;?;?;buffets;?
?;?;las vegas;702/731-7888;asian;?
?;?;?;702/367-2411;buffets;439
?;?;las vegas;702/385-7111;buffets;440
golden steer;?;?;?;steak houses;441
lillie langtry's;?;?;702/385-7111;?;442
mandarin court;1510 e. flamingo rd.;?;702/737-1234;asian;?
?;?;?;702/794-8200;?;?
mary's diner;?;las vegas;?;?;?
?;3400 las vegas blvd. s;?;702/791-7111;asian;446
pamplemousse;?;las vegas;702/733-2066;continental;?
?;3000 las vegas blvd. s;las vegas;702/732-6330;coffee shops/diners;?
?;3570 las vegas blvd. s;?;?;?;449
?;?;las vegas;702/876-4190;italian;?
viva mercado's;6182 w. flamingo rd.;?;702/871-8826;?;?
?;3900 paradise rd.;?;?;steak houses;452
2223;?;san francisco;415/431-0692;american;453
acquarello;1722 sacramento st.;?;415/567-5432;?;?
?;243 o'farrell st.;san francisco;?;old san francisco;?
betelnut;?;?;?;?;456
?;155 steuart st.;san francisco;?;?;457
bix;56 gold st.;?;415/433-6300;american;?
bizou;?;san francisco;415/543-2222;french;?
?;800 greenwich st.;san francisco;?;?;?
cafe adriano;?;san francisco;?;italian;?
?;2317 chestnut st.;?;?;?;?
?;625 polk st.;san francisco;415/771-3500;?;?
?;?;?;415/989-2589;?;464
?;1772 market st.;san francisco;?;?;465
chevys;?;san francisco;415/543-8060;?;466
cypress club;?;san francisco;415/296-8555;?;?
?;732 broadway;san francisco;?;?;?
faz;?;?;?;greek and middle eastern;?
fog city diner;?;?;415/982-2000;american;?
?;?;?;415/546-5011;old san francisco;471
gaylord's;?;san francisco;?;asian;?
grand cafe hotel monaco;?;san francisco;?;american;?
